user_id,movie_id,rating,created_at
3,77,9.1,2024-05-15 12:31:31.319826
3,83,9.5,2024-09-10 12:31:31.320332
3,91,8.2,2024-07-05 12:31:31.320332
3,97,9.7,2024-07-27 12:31:31.320332
3,1,2.0,2025-01-01 12:31:31.320332
3,63,9.2,2025-01-01 12:31:31.320332
3,48,6.9,2024-04-25 12:31:31.321334
3,18,6.3,2024-12-01 12:31:31.321334
3,21,4.1,2024-07-30 12:31:31.321334
3,80,4.7,2024-11-09 12:31:31.321334
3,41,9.7,2024-05-19 12:31:31.321334
3,9,5.6,2025-03-08 12:31:31.321334
3,11,1.1,2025-04-07 12:31:31.322335
3,25,6.9,2024-07-30 12:31:31.322335
3,81,8.6,2024-11-04 12:31:31.322335
3,35,8.8,2024-11-22 12:31:31.322335
3,76,6.5,2024-08-11 12:31:31.322335
4,20,3.9,2024-09-25 12:31:31.323335
4,44,8.0,2024-05-10 12:31:31.323335
4,83,4.3,2024-04-19 12:31:31.323335
4,24,5.0,2024-11-23 12:31:31.323335
4,90,3.8,2024-07-03 12:31:31.324335
4,86,5.7,2024-10-01 12:31:31.324335
4,22,9.7,2024-08-02 12:31:31.324335
4,29,3.7,2025-04-05 12:31:31.324335
4,25,4.3,2025-01-30 12:31:31.324335
4,65,3.1,2024-05-23 12:31:31.324335
4,100,9.4,2024-06-23 12:31:31.324335
4,8,5.6,2024-10-02 12:31:31.324335
4,73,1.2,2024-12-18 12:31:31.324335
4,59,4.9,2025-02-05 12:31:31.324335
4,93,4.5,2025-04-13 12:31:31.324335
4,16,8.9,2024-12-26 12:31:31.325841
4,80,7.7,2025-03-13 12:31:31.325841
4,61,5.7,2025-01-17 12:31:31.325841
4,41,4.2,2025-01-04 12:31:31.325841
4,26,6.1,2024-06-22 12:31:31.325841
5,11,6.9,2025-03-30 12:31:31.325841
5,92,1.5,2024-05-12 12:31:31.325841
5,89,5.7,2024-09-17 12:31:31.325841
5,98,6.8,2024-07-05 12:31:31.325841
5,90,5.4,2024-12-19 12:31:31.325841
5,67,2.7,2025-03-23 12:31:31.325841
5,16,3.0,2024-10-03 12:31:31.325841
5,59,2.7,2024-10-07 12:31:31.325841
5,8,7.4,2024-09-14 12:31:31.325841
5,3,7.5,2024-09-26 12:31:31.326844
5,54,3.0,2024-10-25 12:31:31.326844
5,87,1.3,2024-10-21 12:31:31.326844
5,100,2.8,2024-04-23 12:31:31.326844
5,13,8.6,2024-12-29 12:31:31.326844
5,24,2.0,2024-05-20 12:31:31.326844
5,34,5.9,2025-02-23 12:31:31.326844
5,62,3.8,2025-02-03 12:31:31.326844
5,51,8.4,2025-01-14 12:31:31.327844
5,96,5.1,2024-10-10 12:31:31.327844
5,48,9.6,2025-03-14 12:31:31.327844
6,24,8.0,2025-03-24 12:31:31.327844
6,97,5.1,2025-02-02 12:31:31.327844
6,65,9.3,2024-06-14 12:31:31.327844
6,77,1.3,2025-02-04 12:31:31.327844
6,58,2.8,2024-12-20 12:31:31.327844
6,18,5.1,2024-06-19 12:31:31.327844
6,15,3.8,2024-10-12 12:31:31.328844
6,19,4.5,2024-07-08 12:31:31.328844
6,48,2.7,2025-03-21 12:31:31.328844
6,39,7.4,2024-05-26 12:31:31.328844
6,30,4.2,2025-04-06 12:31:31.328844
6,7,7.3,2025-04-04 12:31:31.328844
6,3,5.4,2024-12-17 12:31:31.328844
6,14,1.7,2024-06-15 12:31:31.328844
6,20,4.0,2025-02-27 12:31:31.328844
6,56,9.4,2024-12-23 12:31:31.329844
6,6,3.3,2024-08-11 12:31:31.329844
6,89,4.1,2024-12-18 12:31:31.329844
6,29,6.0,2025-04-17 12:31:31.329844
6,71,5.9,2024-11-13 12:31:31.329844
7,5,6.7,2025-01-22 12:31:31.330350
7,48,3.1,2024-12-25 12:31:31.330350
7,38,8.0,2024-04-27 12:31:31.330350
7,51,5.4,2024-07-17 12:31:31.330350
7,46,2.8,2024-11-28 12:31:31.330350
7,12,8.0,2025-03-19 12:31:31.330350
7,17,5.2,2024-07-02 12:31:31.331352
7,39,1.5,2024-06-04 12:31:31.331352
7,16,1.4,2024-09-04 12:31:31.331352
7,25,9.7,2024-11-21 12:31:31.331352
7,40,6.6,2025-02-23 12:31:31.331352
7,11,9.6,2025-01-18 12:31:31.331352
7,30,7.1,2024-05-21 12:31:31.331352
7,50,3.4,2024-07-29 12:31:31.331352
7,61,1.7,2024-05-22 12:31:31.331352
7,24,1.6,2024-06-06 12:31:31.331352
7,29,7.9,2025-04-06 12:31:31.331352
7,26,10.0,2024-08-07 12:31:31.331352
7,21,6.8,2024-10-22 12:31:31.331352
7,19,2.0,2024-05-08 12:31:31.331352
8,90,2.7,2025-02-01 12:31:31.331352
8,35,6.5,2024-10-11 12:31:31.331352
8,27,4.9,2024-11-10 12:31:31.331352
8,4,3.2,2024-04-24 12:31:31.332354
8,3,9.5,2024-07-01 12:31:31.332354
8,34,6.1,2025-02-12 12:31:31.332354
8,36,6.4,2024-05-12 12:31:31.332354
8,5,1.9,2024-07-20 12:31:31.332354
8,53,3.5,2024-10-28 12:31:31.332354
8,92,8.0,2024-09-15 12:31:31.332354
8,72,6.7,2024-08-12 12:31:31.332354
8,58,9.5,2025-02-23 12:31:31.332354
8,83,4.6,2024-12-24 12:31:31.332354
8,56,1.4,2024-06-14 12:31:31.332354
8,23,2.8,2025-04-07 12:31:31.332354
8,41,6.4,2025-03-03 12:31:31.332354
8,12,2.2,2024-07-07 12:31:31.332354
8,8,3.4,2025-02-21 12:31:31.332354
8,33,2.6,2024-10-03 12:31:31.332354
8,46,1.3,2024-09-25 12:31:31.332354
9,16,2.6,2025-01-02 12:31:31.332354
9,86,5.9,2024-06-10 12:31:31.332354
9,73,4.1,2024-08-25 12:31:31.332354
9,37,1.7,2025-02-22 12:31:31.332354
9,2,5.5,2024-10-22 12:31:31.333357
9,59,8.2,2025-03-15 12:31:31.333357
9,89,1.6,2025-03-01 12:31:31.333357
9,39,2.4,2025-03-13 12:31:31.333357
9,56,1.7,2025-02-26 12:31:31.333357
9,54,2.7,2024-09-20 12:31:31.333357
9,63,3.2,2024-09-25 12:31:31.333357
9,14,3.8,2024-11-15 12:31:31.333357
9,12,4.8,2024-09-07 12:31:31.333357
9,1,9.0,2025-01-14 12:31:31.333357
9,7,8.0,2024-09-16 12:31:31.333357
9,61,3.2,2024-06-25 12:31:31.333357
9,87,5.4,2024-11-03 12:31:31.333357
9,79,9.8,2024-12-23 12:31:31.333357
9,100,9.0,2024-12-03 12:31:31.333357
9,28,8.5,2024-11-25 12:31:31.333357
10,29,7.3,2025-03-03 12:31:31.333357
10,24,1.3,2025-01-24 12:31:31.333357
10,50,9.6,2025-01-20 12:31:31.333357
10,68,6.4,2024-08-15 12:31:31.333357
10,31,4.3,2024-06-06 12:31:31.333357
10,1,3.3,2025-01-05 12:31:31.333357
10,36,5.7,2024-07-08 12:31:31.333357
10,62,6.8,2025-04-05 12:31:31.333357
10,95,4.9,2024-07-20 12:31:31.334355
10,84,1.4,2024-12-13 12:31:31.334355
10,54,2.7,2024-05-29 12:31:31.334355
10,17,5.9,2024-08-01 12:31:31.334355
10,98,3.9,2024-08-07 12:31:31.334355
10,23,5.9,2024-08-08 12:31:31.334355
10,53,4.0,2025-01-01 12:31:31.334355
10,2,1.7,2024-04-24 12:31:31.334355
10,12,7.7,2024-08-06 12:31:31.334355
10,21,5.0,2024-10-06 12:31:31.334355
10,32,6.4,2025-04-14 12:31:31.334355
10,61,3.3,2024-07-16 12:31:31.334355
11,23,9.4,2024-08-29 12:31:31.334355
11,44,4.1,2025-01-29 12:31:31.334355
11,46,3.1,2025-02-19 12:31:31.334355
11,88,9.8,2025-02-20 12:31:31.334355
11,61,4.8,2024-12-03 12:31:31.334355
11,39,5.4,2024-07-03 12:31:31.334355
11,64,4.3,2024-06-01 12:31:31.335860
11,50,7.0,2024-05-04 12:31:31.335860
11,1,2.3,2024-12-10 12:31:31.335860
11,48,3.4,2024-11-12 12:31:31.335860
11,93,7.8,2024-08-22 12:31:31.335860
11,18,8.3,2025-02-12 12:31:31.335860
11,98,6.0,2024-06-12 12:31:31.335860
11,26,8.3,2025-02-25 12:31:31.335860
11,19,3.0,2025-01-31 12:31:31.335860
11,13,4.3,2025-02-10 12:31:31.335860
11,72,1.3,2024-11-01 12:31:31.335860
11,36,8.8,2024-07-30 12:31:31.335860
11,7,4.9,2024-05-22 12:31:31.335860
11,22,6.1,2024-08-15 12:31:31.335860
12,57,7.7,2025-04-02 12:31:31.335860
12,97,8.1,2025-02-09 12:31:31.335860
12,28,6.2,2024-10-20 12:31:31.335860
12,54,4.3,2024-09-20 12:31:31.335860
12,84,9.7,2024-09-30 12:31:31.335860
12,99,3.7,2024-12-24 12:31:31.335860
12,69,9.8,2025-04-19 12:31:31.335860
12,61,7.2,2024-10-04 12:31:31.335860
12,92,1.4,2025-04-10 12:31:31.335860
12,34,3.5,2024-05-19 12:31:31.335860
12,19,3.2,2024-08-14 12:31:31.335860
12,49,8.8,2024-11-30 12:31:31.336864
12,82,9.0,2024-12-13 12:31:31.336864
12,6,5.7,2025-02-01 12:31:31.336864
12,89,4.5,2024-07-28 12:31:31.336864
12,31,7.7,2024-08-07 12:31:31.336864
12,74,6.6,2024-09-02 12:31:31.336864
12,95,6.0,2024-10-27 12:31:31.336864
12,22,2.1,2024-05-27 12:31:31.336864
12,20,6.1,2024-12-25 12:31:31.336864
13,100,5.2,2024-06-01 12:31:31.336864
13,59,6.8,2024-09-20 12:31:31.336864
13,10,8.3,2024-10-18 12:31:31.337863
13,74,6.4,2025-04-16 12:31:31.337863
13,40,8.5,2024-08-23 12:31:31.337863
13,91,3.7,2025-03-22 12:31:31.337863
13,73,3.8,2025-03-26 12:31:31.337863
13,37,4.6,2024-05-02 12:31:31.337863
13,88,1.0,2024-05-03 12:31:31.337863
13,64,4.1,2024-06-03 12:31:31.337863
13,68,4.3,2025-01-12 12:31:31.337863
13,43,6.6,2024-06-09 12:31:31.337863
13,42,7.9,2024-08-12 12:31:31.337863
13,92,3.8,2025-02-09 12:31:31.337863
13,90,1.3,2025-02-26 12:31:31.337863
13,97,8.4,2025-02-15 12:31:31.337863
13,24,8.5,2025-03-19 12:31:31.337863
13,89,2.5,2024-05-16 12:31:31.337863
13,49,9.4,2024-08-16 12:31:31.337863
13,84,6.4,2024-04-25 12:31:31.337863
14,62,3.1,2025-02-27 12:31:31.337863
14,74,7.0,2024-11-28 12:31:31.337863
14,3,1.8,2025-01-24 12:31:31.337863
14,51,2.7,2024-11-30 12:31:31.337863
14,77,6.5,2025-03-09 12:31:31.337863
14,55,1.9,2024-06-26 12:31:31.337863
14,78,2.8,2024-11-27 12:31:31.338864
14,73,10.0,2024-08-21 12:31:31.338864
14,89,5.3,2024-04-20 12:31:31.338864
14,67,7.2,2025-01-08 12:31:31.338864
14,6,6.5,2024-05-06 12:31:31.338864
14,70,8.0,2024-07-18 12:31:31.338864
14,54,5.6,2025-02-28 12:31:31.338864
14,5,6.6,2024-07-25 12:31:31.338864
14,98,9.5,2024-12-17 12:31:31.338864
14,96,2.1,2025-02-16 12:31:31.338864
14,93,1.6,2024-06-19 12:31:31.338864
14,43,4.0,2024-04-23 12:31:31.338864
14,69,9.9,2025-01-14 12:31:31.338864
14,41,9.4,2024-05-28 12:31:31.338864
15,83,9.2,2024-09-15 12:31:31.338864
15,60,1.5,2025-04-03 12:31:31.338864
15,72,2.1,2025-01-01 12:31:31.338864
15,37,6.8,2024-04-25 12:31:31.338864
15,87,6.3,2024-10-24 12:31:31.338864
15,62,4.4,2024-11-18 12:31:31.338864
15,15,6.3,2024-05-28 12:31:31.338864
15,39,5.1,2025-01-26 12:31:31.338864
15,36,3.1,2024-10-23 12:31:31.338864
15,75,8.5,2025-02-23 12:31:31.338864
15,6,2.8,2024-12-10 12:31:31.338864
15,13,9.6,2025-01-18 12:31:31.338864
15,50,7.4,2025-02-07 12:31:31.338864
15,73,9.6,2024-11-13 12:31:31.338864
15,58,5.3,2024-11-03 12:31:31.338864
15,80,2.8,2024-07-17 12:31:31.338864
15,85,6.9,2024-09-12 12:31:31.339863
15,61,2.1,2024-06-19 12:31:31.339863
15,34,1.5,2024-08-14 12:31:31.339863
15,49,7.1,2024-06-19 12:31:31.339863
16,18,5.2,2025-01-19 12:31:31.340369
16,74,8.9,2025-02-10 12:31:31.340369
16,42,1.6,2024-05-03 12:31:31.340369
16,96,6.6,2025-01-21 12:31:31.340369
16,98,8.0,2024-08-25 12:31:31.340369
16,29,6.5,2024-10-06 12:31:31.340369
16,20,8.4,2024-08-23 12:31:31.340369
16,94,3.1,2025-02-04 12:31:31.340369
16,95,7.4,2024-11-07 12:31:31.340369
16,35,5.4,2024-12-06 12:31:31.340369
16,77,2.6,2025-03-30 12:31:31.340369
16,32,4.3,2025-01-24 12:31:31.340369
16,13,8.5,2025-04-09 12:31:31.340369
16,27,6.0,2024-08-24 12:31:31.340369
16,85,6.8,2024-04-19 12:31:31.340369
16,60,5.0,2025-02-12 12:31:31.340369
16,87,6.2,2024-05-21 12:31:31.340369
16,1,4.8,2024-10-03 12:31:31.340369
16,93,8.9,2024-05-12 12:31:31.340369
16,4,8.9,2024-10-07 12:31:31.340369
17,19,2.7,2024-11-08 12:31:31.340369
17,34,2.7,2025-03-06 12:31:31.340369
17,90,5.5,2024-11-13 12:31:31.340369
17,66,4.0,2024-08-14 12:31:31.340369
17,95,4.8,2024-04-27 12:31:31.340369
17,23,1.8,2025-01-07 12:31:31.340369
17,86,4.5,2024-11-26 12:31:31.340369
17,56,6.3,2025-03-17 12:31:31.340369
17,43,5.7,2024-12-04 12:31:31.340369
17,42,8.5,2024-12-08 12:31:31.340369
17,21,8.4,2025-02-10 12:31:31.340369
17,5,6.5,2024-08-13 12:31:31.340369
17,69,4.8,2024-06-06 12:31:31.340369
17,81,5.6,2024-07-31 12:31:31.340369
17,11,4.6,2024-11-08 12:31:31.340369
17,58,2.1,2024-10-03 12:31:31.340369
17,91,6.1,2024-05-01 12:31:31.340369
17,89,9.5,2024-08-01 12:31:31.340369
17,60,3.3,2024-07-09 12:31:31.340369
17,32,3.7,2024-10-21 12:31:31.340369
18,85,1.2,2024-08-13 12:31:31.341371
18,72,5.6,2025-02-26 12:31:31.341371
18,84,5.1,2024-11-29 12:31:31.341371
18,99,8.4,2025-03-06 12:31:31.341371
18,82,2.0,2025-02-27 12:31:31.341371
18,95,2.5,2024-05-31 12:31:31.341371
18,61,5.9,2024-05-30 12:31:31.341371
18,21,4.7,2024-08-16 12:31:31.341371
18,14,4.8,2024-11-21 12:31:31.341371
18,88,8.7,2025-04-11 12:31:31.341371
18,66,6.8,2024-04-26 12:31:31.341371
18,18,4.0,2024-11-29 12:31:31.341371
18,16,8.7,2025-04-14 12:31:31.341371
18,100,4.3,2025-03-31 12:31:31.341371
18,38,5.7,2024-06-20 12:31:31.341371
18,10,6.9,2024-10-16 12:31:31.341371
18,92,8.6,2025-02-08 12:31:31.341371
18,22,2.8,2024-11-30 12:31:31.341371
18,35,2.5,2024-07-24 12:31:31.341371
18,31,9.6,2024-04-21 12:31:31.341371
19,64,2.2,2024-11-14 12:31:31.341371
19,85,9.6,2024-08-11 12:31:31.341371
19,51,2.6,2024-07-14 12:31:31.341371
19,2,9.0,2024-05-03 12:31:31.341371
19,83,8.5,2025-01-25 12:31:31.341371
19,67,3.3,2024-06-24 12:31:31.341371
19,34,7.3,2024-10-23 12:31:31.341371
19,61,5.2,2024-05-08 12:31:31.341371
19,26,9.9,2024-10-09 12:31:31.341371
19,8,1.1,2024-12-23 12:31:31.341371
19,38,7.5,2024-10-19 12:31:31.341371
19,33,5.3,2024-09-06 12:31:31.341371
19,14,4.7,2024-11-04 12:31:31.341371
19,77,9.3,2024-07-07 12:31:31.341371
19,58,5.4,2025-04-02 12:31:31.341371
19,96,3.7,2024-07-13 12:31:31.341371
19,41,9.9,2025-02-23 12:31:31.341371
19,43,5.1,2024-12-31 12:31:31.341371
19,100,4.8,2025-02-28 12:31:31.341371
19,84,2.9,2025-01-22 12:31:31.341371
20,93,8.7,2025-02-20 12:31:31.341371
20,88,4.6,2024-12-05 12:31:31.341371
20,80,8.3,2025-04-07 12:31:31.341371
20,9,1.4,2024-04-24 12:31:31.341371
20,72,1.1,2025-04-04 12:31:31.341371
20,61,4.1,2024-08-29 12:31:31.341371
20,84,1.2,2024-06-01 12:31:31.341371
20,78,3.7,2024-11-13 12:31:31.341371
20,82,9.4,2025-01-28 12:31:31.341371
20,27,3.8,2024-07-14 12:31:31.341371
20,54,6.1,2024-06-07 12:31:31.341371
20,14,4.7,2025-02-20 12:31:31.341371
20,17,1.1,2024-11-22 12:31:31.341371
20,98,3.6,2024-06-22 12:31:31.341371
20,35,8.4,2024-09-03 12:31:31.341371
20,21,2.3,2024-07-24 12:31:31.341371
20,99,6.6,2024-08-02 12:31:31.341371
20,51,7.4,2024-08-15 12:31:31.341371
20,18,5.8,2024-11-19 12:31:31.341371
20,69,2.9,2025-04-02 12:31:31.341371
21,48,1.5,2024-11-19 12:31:31.342373
21,4,9.8,2024-11-26 12:31:31.342373
21,16,6.1,2025-03-19 12:31:31.342373
21,6,8.3,2025-02-15 12:31:31.342373
21,2,6.5,2024-07-06 12:31:31.342373
21,40,4.2,2025-04-13 12:31:31.342373
21,83,7.6,2024-10-28 12:31:31.342373
21,11,1.0,2025-04-16 12:31:31.342373
21,3,5.2,2025-02-02 12:31:31.342373
21,37,9.6,2025-01-22 12:31:31.342373
21,49,8.5,2024-06-20 12:31:31.342373
21,47,3.8,2025-01-15 12:31:31.342373
21,14,8.2,2024-11-13 12:31:31.342373
21,35,2.9,2024-11-17 12:31:31.342373
21,33,7.0,2025-03-18 12:31:31.342373
21,67,2.7,2024-12-15 12:31:31.342373
21,20,2.1,2025-01-31 12:31:31.342373
21,68,3.7,2024-05-08 12:31:31.342373
21,25,9.5,2024-07-27 12:31:31.342373
21,89,2.7,2024-08-14 12:31:31.342373
22,74,5.5,2024-11-30 12:31:31.342373
22,47,8.0,2025-02-12 12:31:31.342373
22,49,7.4,2024-10-05 12:31:31.342373
22,18,6.3,2024-06-28 12:31:31.342373
22,44,2.9,2024-06-26 12:31:31.342373
22,15,3.9,2024-11-02 12:31:31.342373
22,40,7.7,2024-08-20 12:31:31.342373
22,27,9.9,2025-01-27 12:31:31.342373
22,29,6.2,2025-02-02 12:31:31.342373
22,37,1.4,2024-05-01 12:31:31.342373
22,12,3.3,2024-05-19 12:31:31.342373
22,24,3.6,2024-10-13 12:31:31.342373
22,93,3.4,2025-04-19 12:31:31.342373
22,19,8.6,2025-02-11 12:31:31.342373
22,46,3.6,2025-04-07 12:31:31.342373
22,84,5.5,2024-10-11 12:31:31.342373
22,95,7.2,2025-01-27 12:31:31.342373
22,73,2.4,2024-06-20 12:31:31.342373
22,38,5.1,2025-03-19 12:31:31.342373
22,30,4.4,2024-10-19 12:31:31.342373
23,62,8.1,2024-12-23 12:31:31.342373
23,51,3.7,2024-09-08 12:31:31.342373
23,58,9.4,2024-10-27 12:31:31.342373
23,59,7.1,2025-03-18 12:31:31.342373
23,53,8.8,2024-05-29 12:31:31.342373
23,42,1.6,2024-05-24 12:31:31.342373
23,89,5.2,2025-01-15 12:31:31.342373
23,77,4.0,2025-04-05 12:31:31.342373
23,87,4.5,2024-07-07 12:31:31.342373
23,10,1.7,2025-02-25 12:31:31.342373
23,5,9.5,2025-01-29 12:31:31.342373
23,55,5.3,2024-05-08 12:31:31.342373
23,31,5.4,2024-05-11 12:31:31.342373
23,85,2.8,2024-04-25 12:31:31.343373
23,28,3.4,2024-04-20 12:31:31.343373
23,67,5.2,2024-05-19 12:31:31.343373
23,93,6.1,2024-10-04 12:31:31.343373
23,17,7.9,2024-08-11 12:31:31.343373
23,35,9.9,2024-11-29 12:31:31.343373
23,61,2.9,2025-02-12 12:31:31.343373
24,13,6.7,2025-02-05 12:31:31.343373
24,41,9.3,2024-11-09 12:31:31.343373
24,62,2.5,2025-01-13 12:31:31.343373
24,73,8.5,2024-07-07 12:31:31.343373
24,9,7.5,2025-02-11 12:31:31.343373
24,46,8.2,2025-04-14 12:31:31.343373
24,49,2.3,2025-02-25 12:31:31.343373
24,89,3.8,2024-04-20 12:31:31.343373
24,98,2.3,2024-05-28 12:31:31.343373
24,74,5.1,2024-05-06 12:31:31.343373
24,8,7.8,2024-09-15 12:31:31.343373
24,58,1.3,2024-10-12 12:31:31.343373
24,52,3.9,2024-12-25 12:31:31.343373
24,3,6.2,2024-11-24 12:31:31.343373
24,93,1.0,2024-05-12 12:31:31.343373
24,26,7.8,2024-04-26 12:31:31.343373
24,63,3.5,2024-09-13 12:31:31.343373
24,67,9.4,2024-09-11 12:31:31.343373
24,92,5.5,2024-09-06 12:31:31.343373
24,53,8.0,2024-05-09 12:31:31.343373
25,2,1.9,2024-05-26 12:31:31.343373
25,44,6.3,2024-11-05 12:31:31.343373
25,69,9.0,2024-12-13 12:31:31.343373
25,1,5.4,2024-10-09 12:31:31.343373
25,71,6.1,2024-06-04 12:31:31.343373
25,81,1.4,2025-03-02 12:31:31.343373
25,99,5.8,2025-02-18 12:31:31.343373
25,19,9.1,2025-01-31 12:31:31.343373
25,35,7.7,2024-05-26 12:31:31.343373
25,41,3.9,2024-08-25 12:31:31.343373
25,29,1.7,2024-11-21 12:31:31.343373
25,98,7.8,2024-11-17 12:31:31.343373
25,50,8.8,2024-05-15 12:31:31.343373
25,78,5.6,2024-06-21 12:31:31.343373
25,3,3.3,2025-01-09 12:31:31.343373
25,85,3.5,2025-03-28 12:31:31.343373
25,45,1.0,2024-06-16 12:31:31.343373
25,47,2.2,2024-06-29 12:31:31.344373
25,94,6.1,2024-08-20 12:31:31.344373
25,28,5.0,2024-07-09 12:31:31.344373
26,41,6.9,2024-10-29 12:31:31.344373
26,67,1.4,2024-05-30 12:31:31.344373
26,43,5.3,2024-12-11 12:31:31.344373
26,31,5.1,2025-03-09 12:31:31.344373
26,1,3.7,2025-03-25 12:31:31.344373
26,9,3.2,2024-11-18 12:31:31.344373
26,82,9.1,2025-03-12 12:31:31.344373
26,51,4.0,2024-11-15 12:31:31.344373
26,84,7.1,2025-01-06 12:31:31.344373
26,73,7.7,2024-05-30 12:31:31.344373
26,22,1.5,2025-01-16 12:31:31.344373
26,42,6.9,2025-01-30 12:31:31.344373
26,34,6.2,2024-05-22 12:31:31.344373
26,53,4.7,2024-08-08 12:31:31.344373
26,36,1.9,2024-06-19 12:31:31.344373
26,68,4.3,2025-03-17 12:31:31.344373
26,86,4.8,2025-02-17 12:31:31.344373
26,92,7.2,2024-08-28 12:31:31.344373
26,21,6.3,2025-02-25 12:31:31.344373
26,26,5.5,2025-02-28 12:31:31.344373
27,91,6.3,2025-02-14 12:31:31.344373
27,85,6.8,2024-04-30 12:31:31.344373
27,81,4.8,2025-01-07 12:31:31.344373
27,61,4.1,2024-12-22 12:31:31.344373
27,70,8.4,2024-07-11 12:31:31.344373
27,22,6.7,2024-08-18 12:31:31.344373
27,43,1.8,2025-02-19 12:31:31.344373
27,29,2.0,2024-05-11 12:31:31.344373
27,56,5.7,2024-10-15 12:31:31.344373
27,7,7.9,2024-12-18 12:31:31.344373
27,77,8.4,2024-05-24 12:31:31.344373
27,87,5.2,2024-04-26 12:31:31.344373
27,65,3.7,2024-09-14 12:31:31.344373
27,9,1.1,2024-11-08 12:31:31.344373
27,96,5.9,2024-05-21 12:31:31.344373
27,64,7.3,2025-01-31 12:31:31.344373
27,80,8.0,2025-04-15 12:31:31.344373
27,86,2.3,2025-02-23 12:31:31.344373
27,15,7.4,2024-08-17 12:31:31.344373
27,50,3.3,2024-12-24 12:31:31.344373
28,94,2.7,2024-05-31 12:31:31.344373
28,74,7.8,2024-12-16 12:31:31.344373
28,88,4.6,2025-02-09 12:31:31.344373
28,92,2.9,2025-03-26 12:31:31.344373
28,27,9.4,2024-06-08 12:31:31.344373
28,62,1.0,2025-02-13 12:31:31.344373
28,47,5.7,2024-08-14 12:31:31.344373
28,46,8.5,2024-05-19 12:31:31.344373
28,59,3.3,2024-12-24 12:31:31.344373
28,51,5.2,2024-10-01 12:31:31.344373
28,90,4.2,2024-08-12 12:31:31.344373
28,80,7.9,2025-04-13 12:31:31.344373
28,100,2.5,2024-08-24 12:31:31.344373
28,98,5.5,2024-08-02 12:31:31.344373
28,9,4.2,2025-02-26 12:31:31.344373
28,76,1.2,2024-09-22 12:31:31.344373
28,45,1.3,2024-04-28 12:31:31.344373
28,8,8.5,2024-05-29 12:31:31.344373
28,95,1.2,2024-08-27 12:31:31.344373
28,44,4.0,2024-11-15 12:31:31.344373
29,46,6.7,2024-11-05 12:31:31.344373
29,14,2.3,2024-06-20 12:31:31.344373
29,75,2.6,2025-04-09 12:31:31.344373
29,32,7.5,2025-03-23 12:31:31.344373
29,66,9.6,2024-07-09 12:31:31.344373
29,51,6.9,2024-06-09 12:31:31.344373
29,17,7.9,2024-05-03 12:31:31.344373
29,18,7.0,2025-02-16 12:31:31.344373
29,21,4.9,2024-08-04 12:31:31.344373
29,90,9.7,2025-02-26 12:31:31.344373
29,42,4.2,2024-07-13 12:31:31.344373
29,45,8.2,2025-03-07 12:31:31.344373
29,16,4.5,2025-01-07 12:31:31.344373
29,2,5.6,2024-08-17 12:31:31.344373
29,79,2.7,2025-01-19 12:31:31.344373
29,64,5.7,2024-10-06 12:31:31.344373
29,52,2.4,2024-12-07 12:31:31.344373
29,73,9.6,2025-02-13 12:31:31.344373
29,25,3.4,2024-10-02 12:31:31.344373
29,15,3.4,2025-01-12 12:31:31.344373
30,85,9.1,2025-01-07 12:31:31.345878
30,59,3.8,2024-06-08 12:31:31.345878
